name,age
Name_338,78
Name_339,76
Name_340,78
Name_341,13
Name_342,20
Name_343,72
Name_344,35
Name_345,78
Name_346,28
Name_347,75
Name_348,91
Name_349,51
Name_350,86
Name_351,85
Name_352,21
Name_353,64
Name_354,53
Name_355,35
Name_356,68
Name_357,57
Name_358,78
Name_359,18
Name_360,33
Name_361,25
Name_362,69
Name_363,56
Name_364,1
Name_365,2
Name_366,92
Name_367,31
Name_368,36
Name_369,41
Name_370,89
Name_371,24
Name_372,64
Name_373,41
Name_374,98
Name_375,78
Name_376,92
Name_377,64
Name_378,20
Name_379,73
Name_380,92
Name_381,30
Name_382,44
Name_383,22
Name_384,22
Name_385,67
Name_386,77
Name_387,3
Name_388,87
Name_389,56
Name_390,60
Name_391,37
Name_392,68
Name_393,46
Name_394,99
Name_395,8
Name_396,1
Name_397,19
Name_398,6
Name_399,87
Name_400,3
Name_401,77
Name_402,36
Name_403,47
Name_404,23
Name_405,29
Name_406,88
Name_407,71
Name_408,46
Name_409,21
Name_410,92
Name_411,40
Name_412,72
Name_413,55
Name_414,42
Name_415,58
Name_416,89
Name_417,18
Name_418,96
Name_419,32
Name_420,30
Name_421,26
Name_422,84
Name_423,4
Name_424,31
Name_425,60
Name_426,27
Name_427,95
Name_428,53
Name_429,52
Name_430,83
Name_431,88
Name_432,79
Name_433,0
Name_434,54
Name_435,39
Name_436,98
Name_437,90
Name_438,23
Name_439,66
Name_440,66
Name_441,33
Name_442,73
Name_443,52
Name_444,45
Name_445,77
Name_446,98
Name_447,19
Name_448,59
Name_449,25
Name_450,40
Name_451,80
Name_452,88
Name_453,78
Name_454,46
Name_455,64
Name_456,93
Name_457,35
Name_458,55
Name_459,26
Name_460,77
Name_461,36
Name_462,27
Name_463,40
Name_464,56
Name_465,52
Name_466,45
Name_467,16
Name_468,91
Name_469,31
Name_470,25
Name_471,48
Name_472,79
Name_473,72
Name_474,35
Name_475,18
Name_476,21
Name_477,92
Name_478,12
Name_479,22
Name_480,83
Name_481,68
Name_482,62
Name_483,50
Name_484,4
Name_485,61
Name_486,14
Name_487,61
Name_488,38
Name_489,95
Name_490,68
Name_491,31
Name_492,69
Name_493,19
Name_494,90
Name_495,17
Name_496,33
Name_497,38
Name_498,87
Name_499,56
Name_500,56
Name_501,4
Name_502,28
Name_503,61
Name_504,90
Name_505,82
Name_506,78
Name_507,76
Name_508,22
Name_509,4
Name_510,91
Name_511,50
Name_512,26
Name_513,18
Name_514,73
Name_515,98
Name_516,16
Name_517,54
Name_518,21
Name_519,62
Name_520,75
Name_521,48
Name_522,17
Name_523,80
Name_524,33
Name_525,22
Name_526,13
Name_527,15
Name_528,19
Name_529,7
Name_530,37
Name_531,29
Name_532,35
Name_533,74
Name_534,36
Name_535,96
Name_536,42
Name_537,63
Name_538,66
Name_539,48
Name_540,70
Name_541,26
Name_542,47
Name_543,49
Name_544,87
Name_545,9
Name_546,15
Name_547,12
Name_548,51
Name_549,34
Name_550,26
Name_551,32
Name_552,80
Name_553,29
Name_554,53
Name_555,15
Name_556,9
Name_557,68
Name_558,91
Name_559,24
Name_560,85
Name_561,97
Name_562,83
Name_563,97
Name_564,11
Name_565,4
Name_566,63
Name_567,34
Name_568,12
Name_569,26
Name_570,46
Name_571,57
Name_572,83
Name_573,98
Name_574,24
Name_575,71
Name_576,79
Name_577,44
Name_578,86
Name_579,68
Name_580,0
Name_581,84
Name_582,21
Name_583,71
Name_584,4
Name_585,24
Name_586,99
Name_587,70
Name_588,65
Name_589,74
Name_590,1
Name_591,62
Name_592,71
Name_593,41
Name_594,64
Name_595,62
Name_596,20
Name_597,87
Name_598,39
Name_599,78
Name_600,80
Name_601,97
Name_602,43
Name_603,11
Name_604,87
Name_605,7
Name_606,38
Name_607,89
Name_608,34
Name_609,18
Name_610,19
Name_611,2
Name_612,53
Name_613,84
Name_614,50
Name_615,78
Name_616,80
Name_617,68
Name_618,80
Name_619,69
Name_620,73
Name_621,15
Name_622,85
Name_623,53
Name_624,59
Name_625,79
Name_626,50
Name_627,35
Name_628,21
Name_629,14
Name_630,79
Name_631,93
Name_632,61
Name_633,10
Name_634,89
Name_635,14
Name_636,93
Name_637,57
Name_638,98
Name_639,83
Name_640,19
Name_641,60
Name_642,10
Name_643,59
Name_644,25
Name_645,95
Name_646,22
Name_647,2
Name_648,15
Name_649,20
Name_650,40
Name_651,50
Name_652,2
Name_653,48
Name_654,41
Name_655,35
Name_656,26
Name_657,62
Name_658,27
Name_659,48
Name_660,20
Name_661,1
Name_662,52
Name_663,35
Name_664,91
Name_665,83
Name_666,24
Name_667,62
Name_668,88
Name_669,53
Name_670,43
Name_671,89
Name_672,34
Name_673,43
Name_674,42
Name_675,50
Name_676,72
Name_677,60
Name_678,24
Name_679,79
Name_680,86
Name_681,13
Name_682,34
Name_683,58
Name_684,54
Name_685,59
Name_686,29
Name_687,17
Name_688,87
Name_689,44
Name_690,16
Name_691,46
Name_692,0
Name_693,9
Name_694,4
Name_695,44
Name_696,79
Name_697,34
Name_698,11
Name_699,96
Name_700,98
Name_701,66
Name_702,98
Name_703,74
Name_704,48
Name_705,9
Name_706,20
Name_707,51
Name_708,14
Name_709,64
Name_710,61
Name_711,12
Name_712,48
Name_713,40
Name_714,64
Name_715,34
Name_716,6
Name_717,79
Name_718,75
Name_719,86
Name_720,3
Name_721,48
Name_722,32
Name_723,67
Name_724,17
Name_725,18
Name_726,1
Name_727,27
Name_728,73
Name_729,88
Name_730,64
Name_731,18
Name_732,94
Name_733,36
Name_734,65
Name_735,15
Name_736,37
Name_737,27
Name_738,88
Name_739,2
Name_740,87
Name_741,58
Name_742,15
Name_743,74
Name_744,18
Name_745,43
Name_746,32
Name_747,64
Name_748,54
Name_749,49
Name_750,61
Name_751,44
Name_752,85
Name_753,9
Name_754,69
Name_755,93
Name_756,3
Name_757,82
Name_758,79
Name_759,41
Name_760,20
Name_761,78
Name_762,65
Name_763,34
Name_764,36
Name_765,0
Name_766,22
Name_767,32
Name_768,16
Name_769,13
Name_770,18
Name_771,95
Name_772,7
Name_773,34
Name_774,36
Name_775,77
Name_776,27
Name_777,99
Name_778,87
Name_779,62
Name_780,55
Name_781,75
Name_782,82
Name_783,60
Name_784,62
Name_785,77
Name_786,93
Name_787,2
Name_788,14
Name_789,59
Name_790,24
Name_791,73
Name_792,68
Name_793,62
Name_794,23
Name_795,99
Name_796,68
Name_797,86
Name_798,0
Name_799,8
Name_800,45
Name_801,15
Name_802,82
Name_803,22
Name_804,73
Name_805,29
Name_806,67
Name_807,32
Name_808,8
Name_809,80
Name_810,41
Name_811,31
Name_812,19
Name_813,37
Name_814,10
Name_815,78
Name_816,97
Name_817,10
Name_818,41
Name_819,48
Name_820,6
Name_821,13
Name_822,54
Name_823,80
Name_824,99
Name_825,8
Name_826,25
Name_827,33
Name_828,77
Name_829,16
Name_830,84
Name_831,12
Name_832,6
Name_833,25
Name_834,31
Name_835,48
Name_836,59
Name_837,62
Name_838,45
Name_839,96
Name_840,92
Name_841,74
Name_842,33
Name_843,7
Name_844,19
Name_845,58
Name_846,26
Name_847,13
Name_848,8
Name_849,85
Name_850,9
Name_851,62
Name_852,3
Name_853,75
Name_854,28
Name_855,18
Name_856,34
Name_857,98
Name_858,41
Name_859,53
Name_860,81
Name_861,48
Name_862,85
Name_863,20
Name_864,88
Name_865,6
Name_866,23
Name_867,3
Name_868,17
Name_869,9
Name_870,68
Name_871,65
Name_872,40
Name_873,1
Name_874,52
Name_875,15
Name_876,76
Name_877,62
Name_878,97
Name_879,58
Name_880,51
Name_881,26
Name_882,65
Name_883,5
Name_884,81
Name_885,5
Name_886,6
Name_887,74
Name_888,15
Name_889,79
Name_890,61
Name_891,61
Name_892,59
Name_893,94
Name_894,31
Name_895,35
Name_896,53
Name_897,0
Name_898,8
Name_899,5
Name_900,1
Name_901,15
Name_902,62
Name_903,86
Name_904,96
Name_905,84
Name_906,74
Name_907,21
Name_908,68
Name_909,74
Name_910,75
Name_911,93
Name_912,99
Name_913,61
Name_914,0
Name_915,99
Name_916,12
Name_917,0
Name_918,49
Name_919,45
Name_920,14
Name_921,95
Name_922,30
Name_923,66
Name_924,3
Name_925,65
Name_926,30
Name_927,42
Name_928,9
Name_929,85
Name_930,94
Name_931,33
Name_932,72
Name_933,40
Name_934,11
Name_935,24
Name_936,55
Name_937,77
Name_938,83
Name_939,51
Name_940,89
Name_941,97
Name_942,5
Name_943,89
Name_944,28
Name_945,74
Name_946,87
Name_947,82
Name_948,0
Name_949,39
Name_950,56
Name_951,23
Name_952,38
Name_953,13
Name_954,36
Name_955,53
Name_956,57
Name_957,93
Name_958,11
Name_959,76
Name_960,3
Name_961,71
Name_962,47
Name_963,3
Name_964,58
Name_965,39
Name_966,61
Name_967,54
Name_968,65
Name_969,26
Name_970,79
Name_971,32
Name_972,81
Name_973,68
Name_974,81
Name_975,63
Name_976,69
Name_977,25
Name_978,54
Name_979,64
Name_980,49
Name_981,46
Name_982,91
Name_983,20
Name_984,76
Name_985,39
Name_986,70
Name_987,73
Name_988,25
Name_989,3
Name_990,37
Name_991,86
Name_992,80
Name_993,4
Name_994,97
Name_995,80
Name_996,95
Name_997,28
Name_998,26
Name_999,98
Name_1000,7
Name_1001,53
Name_1002,65
Name_1003,80
Name_1004,26
Name_1005,46
Name_1006,25
Name_1007,2
Name_1008,42
Name_1009,58
Name_1010,57
Name_1011,47
Name_1012,75
Name_1013,30
Name_1014,59
Name_1015,55
Name_1016,0
Name_1017,23
Name_1018,13
Name_1019,42
Name_1020,91
Name_1021,74
Name_1022,72
Name_1023,24
Name_1024,64
Name_1025,97
Name_1026,34
Name_1027,90
Name_1028,87
Name_1029,36
Name_1030,97
Name_1031,81
Name_1032,73
Name_1033,76
Name_1034,63
Name_1035,43
Name_1036,14
Name_1037,15
Name_1038,69
Name_1039,15
Name_1040,20
Name_1041,1
Name_1042,36
Name_1043,54
Name_1044,71
Name_1045,43
Name_1046,10
Name_1047,24
Name_1048,60
Name_1049,86
Name_1050,25
Name_1051,80
Name_1052,15
Name_1053,23
Name_1054,0
Name_1055,66
Name_1056,53
Name_1057,27
Name_1058,31
Name_1059,35
Name_1060,82
Name_1061,42
Name_1062,91
Name_1063,66
Name_1064,6
Name_1065,28
Name_1066,15
Name_1067,41
Name_1068,91
Name_1069,8
Name_1070,43
Name_1071,94
Name_1072,31
Name_1073,29
Name_1074,62
Name_1075,58
Name_1076,43
Name_1077,55
Name_1078,50
Name_1079,85
Name_1080,47
Name_1081,21
Name_1082,70
Name_1083,28
Name_1084,74
Name_1085,29
Name_1086,46
Name_1087,59
Name_1088,30
Name_1089,4
Name_1090,75
Name_1091,89
Name_1092,25
Name_1093,98
Name_1094,22
Name_1095,63
Name_1096,75
Name_1097,98
Name_1098,65
Name_1099,19
Name_1100,40
Name_1101,76
Name_1102,37
Name_1103,87
Name_1104,18
Name_1105,28
Name_1106,68
Name_1107,81
Name_1108,48
Name_1109,80
Name_1110,75
Name_1111,80
Name_1112,3
Name_1113,82
Name_1114,56
Name_1115,52
Name_1116,38
Name_1117,20
Name_1118,17
Name_1119,8
Name_1120,45
Name_1121,1
Name_1122,1
Name_1123,70
Name_1124,70
Name_1125,89
Name_1126,16
Name_1127,37
Name_1128,55
Name_1129,92
Name_1130,67
Name_1131,31
Name_1132,16
Name_1133,11
Name_1134,54
Name_1135,65
Name_1136,14
Name_1137,20
Name_1138,26
Name_1139,52
Name_1140,86
Name_1141,86
Name_1142,59
Name_1143,69
Name_1144,16
Name_1145,70
Name_1146,34
Name_1147,22
Name_1148,88
Name_1149,69
Name_1150,29
Name_1151,36
Name_1152,10
Name_1153,21
Name_1154,12
Name_1155,57
Name_1156,38
Name_1157,70
Name_1158,37
Name_1159,12
Name_1160,55
Name_1161,75
Name_1162,83
Name_1163,11
Name_1164,97
Name_1165,98
Name_1166,83
Name_1167,72
Name_1168,6
Name_1169,51
Name_1170,99
Name_1171,56
Name_1172,62
Name_1173,48
Name_1174,32
Name_1175,2
Name_1176,51
Name_1177,1
Name_1178,78
Name_1179,73
Name_1180,76
Name_1181,71
Name_1182,99
Name_1183,20
Name_1184,74
Name_1185,66
Name_1186,25
Name_1187,67
Name_1188,10
Name_1189,2
Name_1190,91
Name_1191,27
Name_1192,46
Name_1193,86
Name_1194,58
Name_1195,6
Name_1196,62
Name_1197,57
Name_1198,83
Name_1199,30
Name_1200,63
Name_1201,75
Name_1202,41
Name_1203,68
Name_1204,34
Name_1205,86
Name_1206,85
Name_1207,45
Name_1208,64
Name_1209,58
Name_1210,22
Name_1211,13
Name_1212,66
Name_1213,51
Name_1214,50
Name_1215,28
Name_1216,85
Name_1217,91
Name_1218,40
Name_1219,18
Name_1220,64
Name_1221,56
Name_1222,28
Name_1223,31
Name_1224,85
Name_1225,87
Name_1226,20
Name_1227,4
Name_1228,50
Name_1229,43
Name_1230,22
Name_1231,73
Name_1232,72
Name_1233,53
Name_1234,78
Name_1235,24
Name_1236,47
Name_1237,49
Name_1238,39
Name_1239,54
Name_1240,6
Name_1241,51
Name_1242,86
Name_1243,34
Name_1244,75
Name_1245,55
Name_1246,6
Name_1247,63
Name_1248,14
Name_1249,7
Name_1250,72
Name_1251,88
Name_1252,33
Name_1253,72
Name_1254,47
Name_1255,7
Name_1256,39
Name_1257,25
Name_1258,29
Name_1259,73
Name_1260,91
Name_1261,16
Name_1262,72
Name_1263,38
Name_1264,22
Name_1265,57
Name_1266,83
Name_1267,64
Name_1268,58
Name_1269,36
Name_1270,29
Name_1271,59
Name_1272,13
Name_1273,83
Name_1274,96
Name_1275,80
Name_1276,37
Name_1277,70
Name_1278,99
Name_1279,99
Name_1280,53
Name_1281,84
Name_1282,39
Name_1283,83
Name_1284,22
Name_1285,43
Name_1286,0
Name_1287,40
Name_1288,53
Name_1289,76
Name_1290,88
Name_1291,33
Name_1292,64
Name_1293,68
Name_1294,81
Name_1295,44
Name_1296,48
Name_1297,79
Name_1298,84
Name_1299,76
Name_1300,13
Name_1301,44
Name_1302,3
Name_1303,22
Name_1304,74
Name_1305,45
Name_1306,42
Name_1307,96
Name_1308,33
Name_1309,14
Name_1310,46
Name_1311,49
Name_1312,12
Name_1313,36
Name_1314,87
Name_1315,81
Name_1316,53
Name_1317,76
Name_1318,12
Name_1319,22
Name_1320,30
Name_1321,71
Name_1322,47
Name_1323,21
Name_1324,89
Name_1325,44
Name_1326,26
Name_1327,56
Name_1328,67
Name_1329,59
Name_1330,60
Name_1331,5
Name_1332,6
Name_1333,36
Name_1334,93
Name_1335,27
Name_1336,5
Name_1337,51
Name_1338,89
Name_1339,72
Name_1340,80
Name_1341,15
Name_1342,98
Name_1343,64
Name_1344,12
Name_1345,21
Name_1346,73
Name_1347,89
Name_1348,32
Name_1349,56
Name_1350,82
Name_1351,28
Name_1352,43
Name_1353,87
Name_1354,36
Name_1355,52
Name_1356,38
Name_1357,32
Name_1358,6
Name_1359,10
Name_1360,47
Name_1361,92
Name_1362,81
Name_1363,61
Name_1364,63
Name_1365,68
Name_1366,36
Name_1367,44
Name_1368,29
Name_1369,67
Name_1370,77
Name_1371,34
Name_1372,80
Name_1373,14
Name_1374,71
Name_1375,46
Name_1376,59
Name_1377,13
Name_1378,97
Name_1379,83
Name_1380,17
Name_1381,82
Name_1382,18
Name_1383,59
Name_1384,4
Name_1385,29
Name_1386,27
Name_1387,37
Name_1388,19
Name_1389,71
Name_1390,70
Name_1391,9
Name_1392,47
Name_1393,32
Name_1394,69
Name_1395,54
Name_1396,22
Name_1397,13
Name_1398,42
Name_1399,50
Name_1400,27
Name_1401,78
Name_1402,74
Name_1403,57
Name_1404,50
Name_1405,98
Name_1406,42
Name_1407,75
Name_1408,33
Name_1409,29
Name_1410,38
Name_1411,68
Name_1412,54
Name_1413,43
Name_1414,41
Name_1415,43
Name_1416,84
Name_1417,15
Name_1418,82
Name_1419,62
Name_1420,56
Name_1421,89
Name_1422,73
Name_1423,38
Name_1424,35
Name_1425,18
Name_1426,73
Name_1427,19
Name_1428,29
Name_1429,86
Name_1430,30
Name_1431,12
Name_1432,90
Name_1433,77
Name_1434,47
Name_1435,81
Name_1436,95
Name_1437,67
Name_1438,10
Name_1439,85
Name_1440,85
Name_1441,61
Name_1442,81
Name_1443,42
Name_1444,65
Name_1445,86
Name_1446,73
Name_1447,92
Name_1448,75
Name_1449,10
Name_1450,75
Name_1451,55
Name_1452,65
Name_1453,82
Name_1454,27
Name_1455,45
Name_1456,56
Name_1457,25
Name_1458,4
Name_1459,52
Name_1460,90
Name_1461,8
Name_1462,33
Name_1463,40
Name_1464,87
Name_1465,70
Name_1466,66
Name_1467,70
Name_1468,9
Name_1469,70
Name_1470,43
Name_1471,34
Name_1472,16
Name_1473,85
Name_1474,98
Name_1475,11
Name_1476,76
Name_1477,51
Name_1478,5
Name_1479,77
Name_1480,58
Name_1481,26
Name_1482,55
Name_1483,18
Name_1484,94
Name_1485,84
Name_1486,20
Name_1487,81
Name_1488,98
Name_1489,75
Name_1490,80
Name_1491,73
Name_1492,28
Name_1493,30
Name_1494,25
Name_1495,75
Name_1496,1
Name_1497,98
Name_1498,17
Name_1499,0
Name_1500,94
Name_1501,78
Name_1502,37
Name_1503,3
Name_1504,9
Name_1505,69
Name_1506,37
Name_1507,98
Name_1508,62
Name_1509,15
Name_1510,90
Name_1511,18
Name_1512,13
Name_1513,43
Name_1514,86
Name_1515,48
Name_1516,3
Name_1517,28
Name_1518,96
Name_1519,92
Name_1520,68
Name_1521,34
Name_1522,43
Name_1523,23
Name_1524,98
Name_1525,88
Name_1526,45
Name_1527,53
Name_1528,61
Name_1529,57
Name_1530,77
Name_1531,96
Name_1532,72
Name_1533,32
Name_1534,53
Name_1535,83
Name_1536,93
Name_1537,84
Name_1538,50
Name_1539,87
Name_1540,94
Name_1541,49
Name_1542,10
Name_1543,33
Name_1544,79
Name_1545,65
Name_1546,64
Name_1547,82
Name_1548,0
Name_1549,12
Name_1550,88
Name_1551,23
Name_1552,78
Name_1553,99
Name_1554,74
Name_1555,36
Name_1556,22
Name_1557,35
Name_1558,61
Name_1559,17
Name_1560,98
Name_1561,46
Name_1562,81
Name_1563,49
Name_1564,89
Name_1565,83
Name_1566,22
Name_1567,23
Name_1568,8
Name_1569,64
Name_1570,28
Name_1571,82
Name_1572,90
Name_1573,25
Name_1574,35
Name_1575,36
Name_1576,68
Name_1577,52
Name_1578,20
Name_1579,15
Name_1580,85
Name_1581,35
Name_1582,11
Name_1583,4
Name_1584,25
Name_1585,14
Name_1586,89
Name_1587,66
Name_1588,55
Name_1589,26
Name_1590,30
Name_1591,52
Name_1592,53
Name_1593,27
Name_1594,31
Name_1595,39
Name_1596,12
Name_1597,27
Name_1598,24
Name_1599,39
Name_1600,49
Name_1601,28
Name_1602,32
Name_1603,3
Name_1604,1
Name_1605,64
Name_1606,44
Name_1607,75
Name_1608,74
Name_1609,15
Name_1610,60
Name_1611,51
Name_1612,78
Name_1613,38
Name_1614,22
Name_1615,95
Name_1616,81
Name_1617,3
Name_1618,75
Name_1619,20
Name_1620,93
Name_1621,54
Name_1622,30
Name_1623,33
Name_1624,58
Name_1625,47
Name_1626,41
Name_1627,30
Name_1628,96
Name_1629,21
Name_1630,92
Name_1631,18
Name_1632,32
Name_1633,47
Name_1634,26
Name_1635,22
Name_1636,99
Name_1637,86
Name_1638,38
Name_1639,56
Name_1640,18
Name_1641,60
Name_1642,18
Name_1643,82
Name_1644,75
Name_1645,88
Name_1646,83
Name_1647,0
Name_1648,93
Name_1649,62
Name_1650,70
Name_1651,58
Name_1652,59
Name_1653,34
Name_1654,71
Name_1655,17
Name_1656,8
Name_1657,9
Name_1658,48
Name_1659,18
Name_1660,31
Name_1661,24
Name_1662,73
Name_1663,81
Name_1664,58
Name_1665,54
Name_1666,70
Name_1667,60
Name_1668,55
Name_1669,41
Name_1670,71
Name_1671,89
Name_1672,27
Name_1673,25
Name_1674,71
Name_1675,36
Name_1676,80
Name_1677,93
Name_1678,36
Name_1679,54
Name_1680,82
Name_1681,63
Name_1682,64
Name_1683,80
Name_1684,27
Name_1685,70
Name_1686,45
Name_1687,84
Name_1688,27
Name_1689,35
Name_1690,83
Name_1691,19
Name_1692,68
Name_1693,61
Name_1694,39
Name_1695,63
Name_1696,14
Name_1697,50
Name_1698,36
Name_1699,16
Name_1700,23
Name_1701,96
Name_1702,62
Name_1703,46
Name_1704,14
Name_1705,88
Name_1706,98
Name_1707,17
Name_1708,58
Name_1709,22
Name_1710,89
Name_1711,18
Name_1712,87
Name_1713,2
Name_1714,10
Name_1715,58
Name_1716,12
Name_1717,7
Name_1718,67
Name_1719,78
Name_1720,52
Name_1721,19
Name_1722,84
Name_1723,82
Name_1724,46
Name_1725,83
Name_1726,42
Name_1727,38
Name_1728,29
Name_1729,49
Name_1730,7
Name_1731,98
Name_1732,2
Name_1733,8
Name_1734,95
Name_1735,37
Name_1736,50
Name_1737,47
Name_1738,5
Name_1739,10
Name_1740,75
Name_1741,2
Name_1742,52
Name_1743,64
Name_1744,97
Name_1745,58
Name_1746,4
Name_1747,93
Name_1748,22
Name_1749,77
Name_1750,17
Name_1751,98
Name_1752,67
Name_1753,2
Name_1754,89
Name_1755,9
Name_1756,19
Name_1757,83
Name_1758,11
Name_1759,88
Name_1760,7
Name_1761,28
Name_1762,8
Name_1763,58
Name_1764,12
Name_1765,95
Name_1766,31
Name_1767,28
Name_1768,0
Name_1769,27
Name_1770,58
Name_1771,18
Name_1772,52
Name_1773,74
Name_1774,47
Name_1775,43
Name_1776,39
Name_1777,29
Name_1778,9
Name_1779,91
Name_1780,13
Name_1781,98
Name_1782,3
Name_1783,41
Name_1784,27
Name_1785,60
Name_1786,43
Name_1787,14
Name_1788,86
Name_1789,68
Name_1790,5
Name_1791,57
Name_1792,63
Name_1793,63
Name_1794,83
Name_1795,56
Name_1796,53
Name_1797,40
Name_1798,13
Name_1799,51
Name_1800,91
Name_1801,28
Name_1802,54
Name_1803,73
Name_1804,65
Name_1805,69
Name_1806,73
Name_1807,8
Name_1808,26
Name_1809,89
Name_1810,22
Name_1811,18
Name_1812,97
Name_1813,72
Name_1814,97
Name_1815,94
Name_1816,48
Name_1817,61
Name_1818,86
Name_1819,56
Name_1820,99
Name_1821,82
Name_1822,4
Name_1823,38
Name_1824,2
Name_1825,58
Name_1826,40
Name_1827,92
Name_1828,65
Name_1829,64
Name_1830,85
Name_1831,40
Name_1832,93
Name_1833,66
Name_1834,88
Name_1835,87
Name_1836,47
Name_1837,0
Name_1838,18
Name_1839,79
Name_1840,54
Name_1841,39
Name_1842,27
Name_1843,25
Name_1844,26
Name_1845,27
Name_1846,64
Name_1847,10
Name_1848,60
Name_1849,69
Name_1850,38
Name_1851,31
Name_1852,38
Name_1853,86
Name_1854,56
Name_1855,75
Name_1856,75
Name_1857,37
Name_1858,26
Name_1859,59
Name_1860,84
Name_1861,62
Name_1862,7
Name_1863,69
Name_1864,82
Name_1865,85
Name_1866,18
Name_1867,64
Name_1868,36
Name_1869,22
Name_1870,3
Name_1871,43
Name_1872,50
Name_1873,36
